produto_id;fornecedor_id;transportadora_id;lote_id;tipo_mov_id;data;qtde_prod;preco_venda;unidade_medida
80;11;8;31;1;2025-09-05;265;1.8;UN
133;;;58;3;2025-09-05;25;22.0;UN
128;;;43;3;2025-09-05;1;12.77;UN
48;;;53;3;2025-09-08;41;4941.74;UN
3;15;;36;1;2025-09-08;354;39.02;UN
120;22;16;4;1;2025-09-08;946;1.34;UN
145;;;65;2;2025-09-08;757;2.83;UN
158;34;;19;1;2025-09-08;773;470.96;UN
22;;5;39;2;2025-09-08;704;24.04;UN
104;;9;62;2;2025-09-08;145;190.52;UN
51;;;40;3;2025-09-08;11;20.9;UN
117;;19;66;2;2025-09-08;535;50.41;UN
146;;11;16;2;2025-09-08;754;1.84;UN
31;18;1;10;1;2025-09-08;199;190.68;UN
20;;;46;3;2025-09-08;8;16.64;UN
135;18;15;50;1;2025-09-08;190;0.27;UN
6;25;;11;1;2025-09-08;111;18.91;UN
61;23;;24;1;2025-09-08;877;77.27;UN
43;;15;49;2;2025-09-08;159;29.21;UN
139;29;10;15;1;2025-09-08;275;229.98;UN
137;9;19;60;1;2025-09-08;727;7.94;UN
8;;;4;3;2025-09-08;9;18.89;UN
29;;;61;3;2025-09-08;8;5.49;UN
144;16;;50;1;2025-09-08;479;15.79;UN
87;;;1;3;2025-09-08;3;8.77;UN
105;13;;55;1;2025-09-08;202;187.27;UN
88;;;52;2;2025-09-08;914;7.03;UN
143;;2;59;2;2025-09-08;353;23.4;UN
106;18;5;58;1;2025-09-08;351;66.34;UN
123;14;11;8;1;2025-09-08;590;41.82;UN
127;26;7;43;1;2025-09-08;549;84.33;UN
24;11;14;31;1;2025-09-08;955;10.65;UN
43;;;68;3;2025-09-08;20;30.29;UN
102;32;7;55;1;2025-09-08;869;253.71;UN
68;;13;67;2;2025-09-08;776;212.98;UN
132;21;;60;1;2025-09-08;402;20.26;UN
143;;16;58;2;2025-09-08;791;21.57;UN
8;;;17;2;2025-09-08;516;14.08;UN
127;;19;39;2;2025-09-08;648;89.81;UN
124;;7;44;2;2025-09-08;284;259.99;UN
38;;;40;2;2025-09-09;385;35.4;UN
34;32;;52;1;2025-09-09;131;277.18;UN
95;;4;30;2;2025-09-09;97;29.76;UN
58;;;67;2;2025-09-09;821;5.36;UN
36;;19;52;2;2025-09-09;917;0.66;UN
149;33;13;67;1;2025-09-09;293;1.83;UN
106;;10;13;2;2025-09-09;741;67.69;UN
76;;17;5;2;2025-09-09;131;0.69;UN
98;;19;30;2;2025-09-09;283;78.6;UN
25;21;10;33;1;2025-09-09;387;121.39;UN
28;;;21;3;2025-09-09;2;65.21;UN
121;;;64;3;2025-09-09;40;0.95;UN
26;;18;52;2;2025-09-09;818;6.09;UN
44;15;;5;1;2025-09-09;640;149.54;UN
24;;11;61;2;2025-09-09;851;12.05;UN
33;;14;1;2;2025-09-09;267;22.14;UN
31;;;65;3;2025-09-09;21;191.96;UN
126;;19;13;2;2025-09-09;247;70.2;UN
117;3;8;45;1;2025-09-09;923;57.87;UN
133;12;9;11;1;2025-09-09;729;19.37;UN
88;22;10;13;1;2025-09-09;46;7.58;UN
19;19;;50;1;2025-09-09;570;15.71;UN
55;;;56;3;2025-09-09;36;81.82;UN
106;;10;23;2;2025-09-09;53;67.52;UN
2;;;36;2;2025-09-09;954;65.44;UN
94;;;43;3;2025-09-09;49;41.26;UN
156;11;18;54;1;2025-09-09;491;37.2;UN
2;;3;1;2;2025-09-09;111;69.99;UN
7;;19;5;2;2025-09-09;675;34.03;UN
44;;;69;3;2025-09-09;42;158.04;UN
10;;;45;3;2025-09-09;2;105.69;UN
150;36;;5;1;2025-09-09;217;6.44;UN
112;;15;14;2;2025-09-09;459;301.13;UN
158;;9;35;2;2025-09-09;595;381.11;UN
6;;6;58;2;2025-09-09;348;18.65;UN
150;;;26;3;2025-09-09;27;4.84;UN
133;;17;14;2;2025-09-09;188;24.04;UN
12;;6;2;2;2025-09-09;899;39.18;UN
12;;;9;3;2025-09-09;21;41.05;UN
82;;;11;2;2025-09-09;109;1.43;UN
112;22;15;28;1;2025-09-09;138;242.02;UN
56;33;13;19;1;2025-09-09;478;35.73;UN
73;35;20;6;1;2025-09-09;801;2.09;UN
55;;3;68;2;2025-09-09;436;67.62;UN
97;;12;10;2;2025-09-09;293;21.02;UN
15;33;7;50;1;2025-09-09;785;33.81;UN
83;;1;31;2;2025-09-09;976;25.05;UN
86;;;15;3;2025-09-09;11;36.73;UN
77;;15;25;2;2025-09-09;901;1.37;UN
145;15;2;21;1;2025-09-09;923;2.33;UN
68;;;70;3;2025-09-09;13;201.21;UN
155;;;16;2;2025-09-09;969;49.04;UN
108;;;5;2;2025-09-09;892;237.74;UN
134;;4;20;2;2025-09-09;944;0.93;UN
2;36;14;48;1;2025-09-09;866;61.91;UN
30;;19;15;2;2025-09-09;533;245.08;UN
37;;;16;2;2025-09-09;220;27.17;UN
87;;16;20;2;2025-09-09;742;8.64;UN
102;;17;58;2;2025-09-10;237;290.72;UN
3;;;50;3;2025-09-10;22;45.47;UN
153;;;15;3;2025-09-10;3;168.36;UN
115;;;22;3;2025-09-10;5;60.28;UN
159;;8;12;2;2025-09-10;413;154.51;UN
48;;16;65;2;2025-09-10;189;4851.38;UN
89;34;5;68;1;2025-09-10;387;13.4;UN
158;;;26;2;2025-09-10;791;409.36;UN
118;;7;61;2;2025-09-10;426;62.94;UN
109;;18;11;2;2025-09-10;21;25.29;UN
59;24;17;12;1;2025-09-10;969;8.69;UN
3;13;18;22;1;2025-09-10;917;47.33;UN
51;;;67;2;2025-09-10;699;27.55;UN
143;;;41;3;2025-09-10;18;23.76;UN
89;35;;53;1;2025-09-10;554;10.41;UN
77;;10;31;2;2025-09-10;314;1.05;UN
55;;15;6;2;2025-09-10;486;83.79;UN
15;6;6;37;1;2025-09-10;219;28.77;UN
64;9;1;21;1;2025-09-10;818;0.9;UN
44;16;20;69;1;2025-09-10;256;168.45;UN
33;;;67;3;2025-09-10;37;20.65;UN
70;35;10;62;1;2025-09-10;761;122.64;UN
159;24;;28;1;2025-09-10;176;140.52;UN
61;1;6;7;1;2025-09-10;373;91.85;UN
63;2;;45;1;2025-09-10;636;101.86;UN
19;10;3;37;1;2025-09-10;701;14.25;UN
66;36;14;38;1;2025-09-10;616;270.33;UN
158;;;25;3;2025-09-10;23;407.59;UN
42;;8;23;2;2025-09-10;137;4.77;UN
46;17;;36;1;2025-09-10;392;10.92;UN
128;31;;8;1;2025-09-10;614;13.5;UN
36;;;50;3;2025-09-10;7;0.68;UN
148;10;;33;1;2025-09-10;783;1.24;UN
96;;20;1;2;2025-09-10;609;26.62;UN
55;17;15;13;1;2025-09-10;208;69.14;UN
139;25;1;69;1;2025-09-10;666;181.27;UN
135;21;3;53;1;2025-09-10;113;0.27;UN
155;;;56;3;2025-09-10;42;55.38;UN
29;;4;24;2;2025-09-10;910;5.65;UN
54;;;43;3;2025-09-10;28;64.17;UN
26;11;20;13;1;2025-09-10;302;5.89;UN
147;;3;48;2;2025-09-10;106;0.89;UN
78;29;;31;1;2025-09-10;677;159.62;UN
93;19;18;52;1;2025-09-10;266;35.57;UN
90;;5;47;2;2025-09-10;840;13.77;UN
117;;3;67;2;2025-09-10;833;49.71;UN
136;21;9;20;1;2025-09-10;463;1.58;UN
30;;5;12;2;2025-09-10;603;191.86;UN
48;;16;33;2;2025-09-10;295;4372.39;UN
147;;;14;2;2025-09-11;992;0.95;UN
48;31;14;25;1;2025-09-11;59;4828.54;UN
157;20;12;32;1;2025-09-11;359;282.2;UN
98;7;19;24;1;2025-09-11;113;99.42;UN
108;;19;20;2;2025-09-11;108;263.18;UN
6;;9;55;2;2025-09-11;899;19.08;UN
85;;;39;3;2025-09-11;24;39.38;UN
159;5;;13;1;2025-09-11;735;151.51;UN
152;;19;34;2;2025-09-11;514;225.09;UN
93;;;58;3;2025-09-11;5;38.89;UN
54;;15;70;2;2025-09-11;739;59.57;UN
146;;12;59;2;2025-09-11;51;2.19;UN
37;;18;24;2;2025-09-11;679;27.29;UN
119;10;2;48;1;2025-09-11;745;87.33;UN
30;;7;51;2;2025-09-11;555;226.04;UN
39;;8;28;2;2025-09-11;89;44.72;UN
69;17;16;34;1;2025-09-11;790;32.76;UN
61;4;15;52;1;2025-09-11;811;76.58;UN
24;36;;48;1;2025-09-11;398;10.45;UN
125;20;6;14;1;2025-09-11;78;4.32;UN
162;;1;58;2;2025-09-11;633;180.0;UN
17;;2;6;2;2025-09-11;129;11.77;UN
6;15;;25;1;2025-09-11;878;15.27;UN
94;18;5;52;1;2025-09-11;381;32.51;UN
55;;;44;2;2025-09-11;217;64.62;UN
80;;5;45;2;2025-09-11;80;1.9;UN
33;;;23;3;2025-09-11;45;20.06;UN
83;18;4;54;1;2025-09-11;214;20.72;UN
77;;18;21;2;2025-09-11;664;1.38;UN
155;8;20;12;1;2025-09-11;330;51.2;UN
33;;;43;3;2025-09-11;16;24.86;UN
60;;;8;2;2025-09-11;883;9.5;UN
140;;;19;2;2025-09-11;909;230.83;UN
129;8;12;3;1;2025-09-11;657;14.25;UN
91;2;;47;1;2025-09-11;809;8.71;UN
34;;;7;3;2025-09-11;18;282.51;UN
22;;4;18;2;2025-09-11;946;19.68;UN
113;;;3;3;2025-09-11;30;7.77;UN
34;15;9;58;1;2025-09-12;771;220.68;UN
154;;6;6;2;2025-09-12;597;27.42;UN
91;2;5;64;1;2025-09-12;138;7.33;UN
95;;7;9;2;2025-09-12;572;30.2;UN
1;;5;24;2;2025-09-12;243;12.58;UN
106;4;15;26;1;2025-09-12;257;56.0;UN
16;;14;56;2;2025-09-12;970;29.74;UN
85;24;10;9;1;2025-09-12;173;35.78;UN
100;;;65;2;2025-09-12;460;0.81;UN
57;2;;29;1;2025-09-12;546;57.28;UN
118;4;;65;1;2025-09-12;293;75.27;UN
153;5;19;14;1;2025-09-12;288;183.09;UN
52;20;7;31;1;2025-09-12;415;87.62;UN
4;;16;35;2;2025-09-12;637;7.0;UN
87;10;19;55;1;2025-09-12;317;9.77;UN
78;24;10;3;1;2025-09-12;13;157.96;UN
69;;12;9;2;2025-09-12;910;29.62;UN
58;1;19;9;1;2025-09-12;780;5.54;UN
30;;;66;2;2025-09-12;673;205.17;UN
141;;;56;3;2025-09-12;49;78.64;UN
4;;3;21;2;2025-09-12;20;7.29;UN
147;;1;65;2;2025-09-12;859;0.94;UN
67;;;4;3;2025-09-12;31;92.47;UN
151;;16;44;2;2025-09-12;311;5.7;UN
4;;;32;3;2025-09-12;42;6.11;UN
57;;;5;3;2025-09-12;37;60.18;UN
77;9;1;2;1;2025-09-12;331;1.32;UN
114;;9;41;2;2025-09-12;977;13.16;UN
89;;3;31;2;2025-09-12;646;11.63;UN
91;35;20;48;1;2025-09-12;512;7.3;UN
20;6;6;5;1;2025-09-12;606;13.47;UN
45;;;10;3;2025-09-12;10;124.92;UN
96;5;8;15;1;2025-09-12;361;23.76;UN
80;;3;40;2;2025-09-12;632;2.28;UN
25;;19;24;2;2025-09-12;645;115.26;UN
125;4;11;28;1;2025-09-12;856;5.3;UN
74;;6;47;2;2025-09-12;773;1.2;UN
27;;;41;3;2025-09-15;40;95.12;UN
160;;8;21;2;2025-09-15;348;189.51;UN
84;;;35;2;2025-09-15;355;21.99;UN
98;;;37;3;2025-09-15;7;103.41;UN
18;;18;6;2;2025-09-15;622;0.46;UN
160;1;;56;1;2025-09-15;991;172.95;UN
82;;3;54;2;2025-09-15;41;1.59;UN
143;;13;44;2;2025-09-15;393;26.42;UN
139;1;3;29;1;2025-09-15;799;204.77;UN
122;26;20;50;1;2025-09-15;631;34.31;UN
40;;;37;3;2025-09-15;12;155.17;UN
37;;;54;3;2025-09-15;7;31.42;UN
138;9;2;21;1;2025-09-15;242;57.36;UN
95;6;11;39;1;2025-09-15;474;28.67;UN
109;;;52;3;2025-09-15;5;23.02;UN
70;7;5;38;1;2025-09-15;456;110.8;UN
116;32;18;59;1;2025-09-15;598;78.22;UN
97;;2;10;2;2025-09-15;85;22.05;UN
35;;;62;3;2025-09-15;10;20.2;UN
100;;;27;3;2025-09-15;18;0.79;UN
115;18;;66;1;2025-09-15;105;73.31;UN
103;;;12;3;2025-09-15;29;21.46;UN
152;;1;61;2;2025-09-15;606;218.48;UN
160;;6;67;2;2025-09-15;622;212.52;UN
109;3;1;16;1;2025-09-15;417;28.49;UN
65;6;;22;1;2025-09-15;741;1.1;UN
42;;1;33;2;2025-09-15;708;3.91;UN
87;22;11;69;1;2025-09-15;734;9.46;UN
25;;13;10;2;2025-09-15;574;118.27;UN
115;;7;49;2;2025-09-15;499;66.47;UN
6;;;69;3;2025-09-15;28;15.8;UN
139;15;1;10;1;2025-09-15;316;204.67;UN
65;;6;56;2;2025-09-15;8;1.08;UN
121;;;68;3;2025-09-15;46;0.83;UN
68;4;;11;1;2025-09-15;971;256.02;UN
113;;8;58;2;2025-09-15;516;7.48;UN
5;;2;57;2;2025-09-15;222;1283.93;UN
62;;13;31;2;2025-09-15;962;78.68;UN
31;;;59;3;2025-09-15;36;205.39;UN
17;31;3;63;1;2025-09-15;499;13.23;UN
98;;;68;3;2025-09-15;28;101.48;UN
13;;;19;3;2025-09-15;43;11.94;UN
116;;14;31;2;2025-09-15;244;89.09;UN
131;;16;3;2;2025-09-16;367;40.32;UN
74;;18;34;2;2025-09-16;600;1.32;UN
3;;4;10;2;2025-09-16;749;39.1;UN
126;16;5;61;1;2025-09-16;754;68.99;UN
76;3;4;11;1;2025-09-16;399;0.59;UN
74;26;;2;1;2025-09-16;618;1.07;UN
48;34;12;43;1;2025-09-16;238;4625.1;UN
106;;1;31;2;2025-09-16;77;67.03;UN
123;30;20;18;1;2025-09-16;690;46.13;UN
161;2;19;55;1;2025-09-16;210;29.51;UN
134;23;19;2;1;2025-09-16;167;1.24;UN
51;;3;61;2;2025-09-16;136;21.88;UN
2;24;2;40;1;2025-09-16;514;78.82;UN
46;;4;68;2;2025-09-16;330;11.79;UN
126;;;11;3;2025-09-16;45;56.9;UN
87;;;14;3;2025-09-16;43;7.24;UN
2;5;12;10;1;2025-09-16;956;64.9;UN
151;;18;28;2;2025-09-16;468;4.9;UN
50;;;52;2;2025-09-16;439;18.49;UN
150;3;16;24;1;2025-09-16;527;5.22;UN
155;33;11;10;1;2025-09-16;683;55.47;UN
55;;16;62;2;2025-09-16;983;83.17;UN
91;;1;37;2;2025-09-16;382;7.94;UN
38;;9;27;2;2025-09-16;828;32.32;UN
142;20;19;44;1;2025-09-16;810;72.92;UN
116;;1;70;2;2025-09-16;422;67.97;UN
75;;;70;3;2025-09-16;32;0.94;UN
95;;8;19;2;2025-09-16;925;34.19;UN
77;5;18;24;1;2025-09-16;665;1.17;UN
145;;;49;3;2025-09-16;36;2.61;UN
59;16;5;45;1;2025-09-16;619;8.83;UN
16;;;10;3;2025-09-16;45;31.92;UN
99;14;6;36;1;2025-09-16;57;38.42;UN
121;15;1;24;1;2025-09-16;694;0.88;UN
8;27;;46;1;2025-09-16;810;14.69;UN
6;;;33;2;2025-09-16;262;20.33;UN
87;;9;13;2;2025-09-16;852;7.58;UN
29;10;1;64;1;2025-09-16;586;5.56;UN
99;;;49;3;2025-09-16;39;36.23;UN
32;;;32;3;2025-09-16;14;139.95;UN
42;;;57;2;2025-09-16;151;4.44;UN
82;6;2;43;1;2025-09-16;828;1.51;UN
142;;10;3;2;2025-09-16;793;88.81;UN
31;;;68;2;2025-09-16;894;235.6;UN
127;;9;52;2;2025-09-16;887;89.49;UN
19;22;11;2;1;2025-09-17;877;13.34;UN
27;;;43;3;2025-09-17;1;101.25;UN
19;;8;41;2;2025-09-17;356;15.23;UN
44;5;20;6;1;2025-09-17;261;165.96;UN
28;33;13;44;1;2025-09-17;198;63.46;UN
155;;;65;3;2025-09-17;13;43.53;UN
102;;;14;2;2025-09-17;347;236.85;UN
66;;;60;2;2025-09-17;114;370.62;UN
69;;;54;3;2025-09-17;36;32.62;UN
46;35;;42;1;2025-09-17;836;9.62;UN
141;20;18;13;1;2025-09-17;743;75.84;UN
48;35;3;17;1;2025-09-17;316;4969.64;UN
126;;11;3;2;2025-09-17;5;57.15;UN
89;;12;58;2;2025-09-17;162;10.57;UN
92;;13;35;2;2025-09-17;966;9.55;UN
122;28;8;5;1;2025-09-17;101;31.95;UN
70;4;;23;1;2025-09-17;605;115.82;UN
82;33;;3;1;2025-09-17;219;1.58;UN
157;2;12;28;1;2025-09-17;117;213.17;UN
81;30;;57;1;2025-09-17;489;1.22;UN
147;3;17;21;1;2025-09-17;760;0.78;UN
45;7;;60;1;2025-09-17;264;135.18;UN
56;;;62;3;2025-09-17;30;29.36;UN
69;;17;26;2;2025-09-17;936;31.21;UN
47;13;;9;1;2025-09-17;942;8.35;UN
32;;17;42;2;2025-09-17;268;105.83;UN
69;5;;44;1;2025-09-17;343;24.73;UN
90;;3;43;2;2025-09-17;630;12.92;UN
69;3;9;70;1;2025-09-17;563;32.32;UN
87;;;19;3;2025-09-17;22;9.31;UN
112;;8;2;2;2025-09-17;705;293.06;UN
158;29;15;48;1;2025-09-17;191;379.9;UN
43;;15;67;2;2025-09-17;595;23.74;UN
24;;;39;2;2025-09-17;560;12.61;UN
161;;;45;2;2025-09-17;862;28.55;UN
68;4;13;4;1;2025-09-17;318;201.93;UN
59;9;5;5;1;2025-09-17;80;10.41;UN
158;17;18;9;1;2025-09-17;94;487.11;UN
124;34;13;59;1;2025-09-17;181;231.13;UN
115;;;33;2;2025-09-17;626;59.56;UN
53;;;66;2;2025-09-17;446;73.24;UN
149;1;13;39;1;2025-09-17;473;1.55;UN
131;;16;55;2;2025-09-17;479;40.85;UN
117;;;23;2;2025-09-17;967;55.85;UN
73;;7;54;2;2025-09-17;553;1.86;UN
90;15;;42;1;2025-09-17;845;11.57;UN
4;;12;64;2;2025-09-17;646;5.79;UN
74;18;;35;1;2025-09-17;318;1.17;UN
149;;;24;3;2025-09-17;31;1.57;UN
152;36;;26;1;2025-09-17;162;286.53;UN
32;18;13;70;1;2025-09-17;430;127.88;UN
100;28;;18;1;2025-09-17;868;0.98;UN
115;;2;50;2;2025-09-17;768;58.86;UN
96;;;61;3;2025-09-17;18;29.44;UN
125;;;4;3;2025-09-18;39;4.03;UN
80;35;15;2;1;2025-09-18;911;1.79;UN
61;;7;15;2;2025-09-18;935;90.26;UN
52;8;3;36;1;2025-09-18;842;108.6;UN
121;34;6;66;1;2025-09-18;960;0.86;UN
63;31;15;9;1;2025-09-18;721;103.26;UN
99;;4;52;2;2025-09-18;599;29.23;UN
104;;1;66;2;2025-09-18;927;248.73;UN
116;14;;6;1;2025-09-18;761;70.79;UN
129;;;22;3;2025-09-18;20;13.18;UN
106;21;17;29;1;2025-09-18;141;59.5;UN
5;17;14;58;1;2025-09-18;847;1443.12;UN
69;;7;10;2;2025-09-18;773;29.29;UN
74;;12;65;2;2025-09-18;958;1.28;UN
48;;16;45;2;2025-09-18;168;4049.0;UN
113;;3;31;2;2025-09-18;787;8.28;UN
93;;2;13;2;2025-09-18;716;36.25;UN
129;4;;70;1;2025-09-18;854;13.37;UN
87;;19;21;2;2025-09-18;168;8.67;UN
23;6;;47;1;2025-09-18;950;5.61;UN
36;15;1;70;1;2025-09-18;292;0.69;UN
50;;7;56;2;2025-09-18;886;20.13;UN
44;;3;19;2;2025-09-18;285;135.12;UN
96;;;55;3;2025-09-18;43;27.01;UN
47;19;12;6;1;2025-09-18;578;7.13;UN
93;27;6;7;1;2025-09-18;238;37.78;UN
14;;;56;2;2025-09-18;169;9.88;UN
139;;;16;3;2025-09-18;11;225.81;UN
149;;3;44;2;2025-09-18;949;1.47;UN
140;30;;20;1;2025-09-19;210;274.16;UN
18;;;55;3;2025-09-19;27;0.53;UN
103;;4;25;2;2025-09-19;576;23.2;UN
93;;16;18;2;2025-09-19;510;38.61;UN
147;18;17;25;1;2025-09-19;296;0.85;UN
113;;7;59;2;2025-09-19;428;7.64;UN
24;1;12;39;1;2025-09-19;585;9.19;UN
64;1;14;49;1;2025-09-19;159;0.87;UN
19;;5;67;2;2025-09-19;752;15.68;UN
84;3;;67;1;2025-09-19;436;19.44;UN
160;6;9;6;1;2025-09-19;865;228.16;UN
98;;10;57;2;2025-09-19;616;90.59;UN
84;;;61;3;2025-09-19;48;17.48;UN
89;7;8;24;1;2025-09-19;1000;10.23;UN
84;;14;25;2;2025-09-19;890;19.49;UN
85;31;20;16;1;2025-09-19;111;32.22;UN
17;;5;44;2;2025-09-19;105;10.82;UN
79;28;17;11;1;2025-09-19;732;286.84;UN
104;;;32;2;2025-09-19;215;180.73;UN
109;;16;65;2;2025-09-19;845;23.69;UN
95;;18;63;2;2025-09-19;453;31.89;UN
59;;4;62;2;2025-09-19;507;9.86;UN
127;;18;47;2;2025-09-19;527;90.86;UN
39;;18;68;2;2025-09-19;360;43.73;UN
137;;1;19;2;2025-09-19;883;7.4;UN
40;;17;24;2;2025-09-19;421;198.22;UN
154;12;;68;1;2025-09-19;577;26.49;UN
5;6;17;40;1;2025-09-19;36;1256.84;UN
99;;9;29;2;2025-09-19;440;32.7;UN
98;;14;6;2;2025-09-22;896;89.19;UN
144;;17;34;2;2025-09-22;523;15.1;UN
127;;;12;3;2025-09-22;36;84.06;UN
41;;;19;3;2025-09-22;12;147.82;UN
70;;;46;2;2025-09-22;909;110.68;UN
97;;10;33;2;2025-09-22;961;25.57;UN
70;35;10;45;1;2025-09-22;393;107.14;UN
94;;2;59;2;2025-09-22;568;36.14;UN
111;10;16;35;1;2025-09-22;153;161.52;UN
115;;2;52;2;2025-09-22;992;61.8;UN
123;2;14;1;1;2025-09-22;440;42.14;UN
37;;;25;3;2025-09-22;3;31.29;UN
80;;;51;3;2025-09-22;9;2.22;UN
81;;7;56;2;2025-09-22;329;1.11;UN
70;;;18;2;2025-09-22;830;118.52;UN
82;;19;44;2;2025-09-22;833;1.61;UN
80;;15;22;2;2025-09-22;442;1.78;UN
99;;5;5;2;2025-09-22;578;35.42;UN
14;;;45;2;2025-09-22;718;8.86;UN
36;;8;65;2;2025-09-22;862;0.65;UN
148;;;15;2;2025-09-22;304;1.27;UN
47;10;18;44;1;2025-09-22;959;8.32;UN
60;;;16;3;2025-09-22;22;8.59;UN
31;13;7;64;1;2025-09-22;681;228.66;UN
94;;;55;2;2025-09-22;916;36.29;UN
6;21;;70;1;2025-09-22;337;19.3;UN
48;20;;69;1;2025-09-22;94;5341.33;UN
142;;;28;2;2025-09-22;9;76.22;UN
87;15;3;67;1;2025-09-22;454;7.41;UN
64;;;24;3;2025-09-22;28;0.95;UN
153;24;10;61;1;2025-09-22;185;191.52;UN
7;;5;29;2;2025-09-22;839;31.1;UN
113;;16;58;2;2025-09-22;573;7.83;UN
22;28;5;36;1;2025-09-22;349;20.41;UN
82;;;67;3;2025-09-22;36;1.58;UN
1;12;20;22;1;2025-09-22;520;14.29;UN
156;;3;33;2;2025-09-22;527;39.84;UN
99;;3;46;2;2025-09-22;841;32.15;UN
4;;;44;2;2025-09-22;905;7.06;UN
20;23;2;47;1;2025-09-22;175;15.3;UN
12;;13;29;2;2025-09-22;934;38.58;UN
71;10;16;14;1;2025-09-22;89;275.64;UN
57;30;7;54;1;2025-09-22;200;54.57;UN
23;5;10;62;1;2025-09-22;180;6.42;UN
52;34;;10;1;2025-09-22;627;97.06;UN
70;;;30;3;2025-09-22;33;124.7;UN
132;;4;56;2;2025-09-22;896;18.63;UN
31;26;12;67;1;2025-09-22;1000;219.36;UN
86;10;;54;1;2025-09-22;869;34.73;UN
161;35;2;33;1;2025-09-22;222;31.64;UN
160;;;22;3;2025-09-22;46;213.8;UN
89;;1;62;2;2025-09-22;112;10.49;UN
149;6;16;50;1;2025-09-22;63;1.45;UN
61;2;;62;1;2025-09-22;721;80.61;UN
37;14;18;16;1;2025-09-22;279;26.47;UN
40;33;;31;1;2025-09-22;661;178.47;UN
27;34;6;24;1;2025-09-22;529;100.58;UN
153;;;58;3;2025-09-22;17;152.44;UN
10;32;;61;1;2025-09-22;633;124.95;UN
14;;11;66;2;2025-09-22;715;9.96;UN
93;34;;70;1;2025-09-23;883;35.25;UN
55;;8;49;2;2025-09-23;527;71.09;UN
70;32;8;19;1;2025-09-23;579;105.73;UN
76;13;14;66;1;2025-09-23;915;0.61;UN
162;4;;11;1;2025-09-23;727;159.72;UN
86;;13;4;2;2025-09-23;431;43.1;UN
109;;4;20;2;2025-09-23;857;25.47;UN
104;;;52;3;2025-09-23;41;189.85;UN
48;14;;33;1;2025-09-23;282;5192.08;UN
39;;12;1;2;2025-09-23;538;43.23;UN
74;5;;13;1;2025-09-23;311;1.07;UN
35;;;29;2;2025-09-23;700;18.55;UN
156;;6;42;2;2025-09-23;661;38.79;UN
91;;;17;3;2025-09-23;11;6.77;UN
101;;9;25;2;2025-09-23;79;21.98;UN
91;;9;36;2;2025-09-23;402;6.41;UN
104;;;7;2;2025-09-23;957;219.12;UN
144;29;12;43;1;2025-09-23;48;14.32;UN
31;25;14;18;1;2025-09-23;261;245.13;UN
142;15;;2;1;2025-09-23;461;82.18;UN
17;6;2;4;1;2025-09-23;836;11.97;UN
154;;;44;2;2025-09-23;500;28.09;UN
60;23;5;8;1;2025-09-23;788;10.02;UN
157;;10;38;2;2025-09-23;532;275.39;UN
27;;13;68;2;2025-09-23;231;110.25;UN
126;21;;54;1;2025-09-23;327;58.99;UN
82;;;69;3;2025-09-23;44;1.56;UN
128;;;44;3;2025-09-23;4;12.71;UN
55;25;10;38;1;2025-09-23;374;65.22;UN
2;4;;38;1;2025-09-23;740;63.81;UN
7;14;9;70;1;2025-09-23;459;34.63;UN
72;25;;9;1;2025-09-23;755;1.47;UN
154;;;7;2;2025-09-23;247;23.0;UN
133;7;8;61;1;2025-09-24;832;21.87;UN
32;24;12;69;1;2025-09-24;220;107.34;UN
160;;10;52;2;2025-09-24;189;234.91;UN
39;26;20;4;1;2025-09-24;575;42.02;UN
128;;;65;3;2025-09-24;33;14.28;UN
29;;;19;2;2025-09-24;753;4.73;UN
103;;;49;3;2025-09-24;45;23.34;UN
92;;;21;3;2025-09-24;16;8.97;UN
6;11;8;69;1;2025-09-24;703;16.58;UN
111;;14;39;2;2025-09-24;149;178.13;UN
137;32;;28;1;2025-09-24;248;8.09;UN
144;7;15;67;1;2025-09-24;16;14.2;UN
114;;;54;3;2025-09-24;4;11.94;UN
121;;;64;3;2025-09-24;17;0.69;UN
153;;;22;3;2025-09-24;41;190.52;UN
157;14;4;32;1;2025-09-24;140;278.6;UN
44;;17;50;2;2025-09-24;779;129.16;UN
77;;;46;2;2025-09-24;160;1.14;UN
40;;1;67;2;2025-09-24;768;179.65;UN
157;;;24;3;2025-09-24;41;255.69;UN
108;;;70;3;2025-09-24;34;250.07;UN
2;;18;4;2;2025-09-24;537;71.33;UN
79;;;44;3;2025-09-24;16;230.35;UN
29;;14;9;2;2025-09-24;822;5.41;UN
83;32;20;38;1;2025-09-24;890;24.47;UN
14;;;48;3;2025-09-24;2;8.16;UN
130;;;70;3;2025-09-24;3;38.54;UN
141;;14;65;2;2025-09-24;664;67.88;UN
102;34;17;15;1;2025-09-24;345;234.31;UN
24;;;30;3;2025-09-24;3;11.62;UN
14;14;;38;1;2025-09-24;70;7.51;UN
116;;;24;3;2025-09-24;22;84.36;UN
57;;;14;3;2025-09-24;34;54.48;UN
43;29;11;20;1;2025-09-24;498;24.16;UN
69;;20;41;2;2025-09-24;468;26.05;UN
143;;;11;2;2025-09-24;890;28.13;UN
131;35;;59;1;2025-09-24;499;45.65;UN
7;7;15;49;1;2025-09-24;815;28.71;UN
30;;;8;2;2025-09-24;202;217.43;UN
85;4;;42;1;2025-09-24;486;37.69;UN
61;9;2;33;1;2025-09-24;188;83.08;UN
