tipo_mov_id;data;qtde_prod;preco_venda;;;TAMANHO AMOSTRA;2.79
2;14/07/2025;960;6.67;;;;
2;08/07/2025;292;1.84;;;;
2;09/04/2025;936;32.8;;;;
2;14/11/2025;76;97.23;;;;
2;19/11/2025;602;4;;;;
2;10/10/2025;16;35.33;;;;
2;17/01/2025;890;0.25;;;;
2;09/02/2026;445;29.95;;;;
2;28/11/2025;336;83.65;;;;
2;20/02/2026;476;13.38;;;;
2;17/11/2025;661;106.71;;;;
2;16/01/2025;396;72.95;;;;
2;24/10/2024;690;36.99;;;;
2;11/02/2025;837;1.03;;;;
2;09/10/2025;72;7.17;;;;
2;15/05/2025;898;7.58;;;;
2;20/05/2026;110;183.84;;;;
2;18/12/2024;738;26.38;;;;
2;30/09/2025;928;29.66;;;;
2;11/05/2026;594;1.39;;;;
2;25/04/2025;378;9.67;;;;
2;14/02/2025;311;0.91;;;;
2;04/09/2025;673;34.57;;;;
2;25/06/2025;753;20.61;;;;
2;20/05/2025;818;156.3;;;;
2;21/10/2025;579;71.81;;;;
2;22/11/2024;821;23.86;;;;
2;04/02/2025;131;0.69;;;;
2;03/09/2024;599;4.97;;;;
2;25/11/2024;696;117.84;;;;
2;10/12/2024;757;79.83;;;;
2;13/03/2026;149;38.66;;;;
2;14/03/2025;416;28.1;;;;
2;04/11/2025;517;18.32;;;;
2;23/01/2025;745;17.89;;;;
2;13/12/2024;81;42.84;;;;
2;29/10/2025;472;62.83;;;;
2;17/04/2025;889;1.38;;;;
2;14/11/2024;90;0.99;;;;
2;24/02/2025;791;1.83;;;;
2;29/07/2024;25;28.07;;;;
2;04/07/2025;710;1.75;;;;
2;01/05/2026;414;77.03;;;;
2;09/01/2025;168;12.01;;;;
2;28/10/2024;17;59.07;;;;
2;12/03/2026;473;127.27;;;;
2;17/09/2024;390;2.19;;;;
2;01/12/2025;337;0.88;;;;
2;10/04/2026;541;11.65;;;;
2;18/12/2025;926;12.56;;;;
2;19/02/2026;26;0.81;;;;
2;21/08/2024;964;77.41;;;;
2;22/08/2024;876;34.37;;;;
2;02/03/2026;486;103.1;;;;
2;14/05/2025;376;23.58;;;;
2;25/03/2026;66;282.25;;;;
2;18/03/2026;811;46.84;;;;
2;07/11/2025;167;2.37;;;;
2;07/04/2025;701;16.99;;;;
2;16/10/2025;881;43.37;;;;
2;11/02/2026;714;0.86;;;;
2;24/04/2026;677;145.12;;;;
2;17/04/2025;265;67.67;;;;
2;04/09/2024;30;6.63;;;;
2;06/06/2025;133;258.7;;;;
2;17/04/2026;569;236.66;;;;
2;27/03/2025;933;118.73;;;;
2;21/04/2025;620;9.15;;;;
2;16/02/2026;274;18.9;;;;
2;08/11/2024;842;12.14;;;;
2;19/03/2025;871;4.16;;;;
2;09/12/2025;526;1.18;;;;
2;03/10/2024;552;27.41;;;;
2;14/04/2026;601;33.75;;;;
2;07/03/2025;905;107.86;;;;
2;25/05/2026;661;6.25;;;;
2;04/03/2026;137;86.97;;;;
2;03/06/2025;883;35.85;;;;
2;16/12/2024;846;278.91;;;;
2;25/02/2026;194;6.45;;;;
2;12/11/2024;251;10.47;;;;
2;27/02/2025;626;21.29;;;;
2;26/09/2025;47;31.3;;;;
2;19/03/2025;323;2.32;;;;
2;26/07/2024;980;223.14;;;;
2;05/09/2024;209;40;;;;
2;28/07/2025;107;2.17;;;;
2;15/10/2025;461;0.82;;;;
2;10/07/2025;694;153.83;;;;
2;14/04/2025;23;456.33;;;;
2;13/10/2025;788;29.78;;;;
2;24/10/2024;200;28.93;;;;
2;13/08/2024;417;224.92;;;;
2;01/06/2026;51;16.51;;;;
2;21/01/2026;875;22.53;;;;
2;21/04/2026;529;8.1;;;;
2;28/11/2025;32;32.7;;;;
2;10/03/2026;562;196.36;;;;
2;28/01/2025;340;10.68;;;;
2;26/11/2024;536;31.99;;;;
2;28/04/2025;485;190.14;;;;
2;18/11/2025;615;0.94;;;;
2;24/11/2025;950;7.37;;;;
2;22/04/2025;921;4.73;;;;
2;04/08/2025;536;63.65;;;;
2;26/11/2024;658;22.15;;;;
2;11/10/2024;821;0.78;;;;
2;21/04/2026;356;65.1;;;;
2;02/04/2025;7;190.72;;;;
2;14/07/2025;529;28.54;;;;
2;24/04/2025;813;1.93;;;;
2;15/07/2024;245;10.47;;;;
2;22/01/2026;721;5.82;;;;
2;14/01/2025;571;2.08;;;;
2;29/08/2024;792;4.99;;;;
2;26/08/2025;657;160.28;;;;
2;22/08/2024;850;193.43;;;;
2;15/01/2025;702;0.28;;;;
2;23/10/2025;945;0.28;;;;
2;05/02/2026;939;0.67;;;;
2;10/12/2025;894;11.85;;;;
2;13/11/2025;951;6.86;;;;
2;29/04/2025;826;139.95;;;;
2;09/06/2025;453;23.67;;;;
2;25/08/2025;849;67.93;;;;
2;22/07/2025;990;20.58;;;;
2;16/12/2025;961;7.21;;;;
2;16/04/2026;539;258.32;;;;
2;15/01/2025;934;42.44;;;;
2;05/11/2024;968;1.14;;;;
2;10/04/2025;10;22.55;;;;
2;05/11/2025;902;94.9;;;;
2;22/07/2025;749;31.62;;;;
2;11/10/2024;305;1.06;;;;
2;12/03/2025;437;75.43;;;;
2;12/01/2026;26;215.18;;;;
2;14/02/2025;532;52.37;;;;
2;06/01/2025;978;37.86;;;;
2;16/12/2025;573;0.78;;;;
2;17/06/2025;98;5.46;;;;
2;16/12/2025;266;28.77;;;;
2;05/08/2025;408;23.36;;;;
2;24/09/2024;427;215.63;;;;
2;11/07/2025;651;1.28;;;;
2;12/06/2025;662;69.43;;;;
2;16/07/2024;380;23.85;;;;
2;20/06/2025;220;69.08;;;;
2;29/05/2025;594;5.72;;;;
2;29/07/2025;851;276.09;;;;
2;27/11/2025;661;0.8;;;;
2;30/01/2025;316;56.38;;;;
2;23/05/2025;597;0.32;;;;
2;03/10/2025;798;10.76;;;;
2;07/03/2025;981;30.15;;;;
2;12/12/2024;1;6.97;;;;
2;23/09/2024;5;4581.23;;;;
2;22/09/2025;841;32.15;;;;
2;28/05/2026;232;35.76;;;;
2;25/07/2025;421;0.86;;;;
2;26/08/2025;398;77.86;;;;
2;22/10/2025;338;29.42;;;;
2;03/04/2026;890;27.31;;;;
2;18/02/2026;897;91.31;;;;
2;26/09/2024;893;296.29;;;;
2;14/02/2025;411;47.93;;;;
2;26/02/2025;595;0.73;;;;
2;03/04/2026;44;35.53;;;;
2;03/11/2025;336;60.88;;;;
2;18/12/2024;52;80.89;;;;
2;25/08/2025;877;271.09;;;;
2;23/04/2026;326;1.01;;;;
2;13/02/2026;82;6.86;;;;
2;23/08/2024;539;15.26;;;;
2;18/07/2025;442;66.59;;;;
2;23/01/2026;881;16.74;;;;
2;06/02/2026;985;6.28;;;;
2;25/07/2025;365;10.12;;;;
2;29/07/2025;223;8.3;;;;
2;24/11/2025;519;16.33;;;;
2;10/11/2025;204;79.1;;;;
2;19/11/2025;801;76.94;;;;
2;06/03/2025;488;22.99;;;;
2;04/12/2025;997;49.47;;;;
2;25/12/2024;314;172.01;;;;
2;22/08/2025;955;59.09;;;;
2;14/02/2025;794;1.63;;;;
2;20/03/2026;523;2.33;;;;
2;12/09/2025;637;7;;;;
2;17/09/2025;595;23.74;;;;
2;22/09/2025;329;1.11;;;;
2;04/03/2025;159;24.98;;;;
2;28/04/2025;44;31.98;;;;
2;18/10/2024;531;228.65;;;;
2;21/08/2024;922;127.48;;;;
2;16/01/2026;184;125.99;;;;
2;30/07/2024;803;190.82;;;;
2;26/05/2025;259;22.05;;;;
2;19/08/2025;959;8.43;;;;
2;27/10/2025;159;14.26;;;;
2;29/12/2025;673;237.75;;;;
2;13/06/2025;995;28.6;;;;
2;08/10/2024;148;30.64;;;;
2;13/08/2024;350;77.32;;;;
2;02/01/2026;891;38.64;;;;
2;11/12/2024;936;31.98;;;;
2;05/05/2025;444;18.69;;;;
2;02/02/2026;144;200.22;;;;
2;02/01/2026;26;78.39;;;;
2;13/03/2026;683;208.17;;;;
2;02/12/2025;46;1.36;;;;
2;20/01/2025;182;54.72;;;;
2;18/05/2026;940;41.56;;;;
2;07/05/2026;495;42.42;;;;
2;27/09/2024;455;1.82;;;;
2;23/12/2025;942;17.68;;;;
2;09/09/2025;917;0.66;;;;
2;27/01/2025;375;1.68;;;;
2;15/10/2025;330;161.85;;;;
2;15/07/2025;712;1.48;;;;
2;24/02/2025;938;1.32;;;;
2;24/12/2024;146;38.23;;;;
2;15/12/2025;186;24.29;;;;
2;11/07/2025;515;5.3;;;;
2;26/09/2024;953;22.23;;;;
2;18/05/2026;15;22.57;;;;
2;31/03/2026;127;36.82;;;;
2;23/10/2024;708;33.08;;;;
2;07/04/2025;660;22.5;;;;
2;29/08/2024;843;4.47;;;;
2;05/09/2025;853;122.82;;;;
2;12/08/2024;74;26.01;;;;
2;04/12/2024;87;42.68;;;;
2;04/05/2026;303;10.29;;;;
2;10/07/2025;725;91.94;;;;
2;12/05/2026;282;19.55;;;;
2;10/06/2025;623;79.72;;;;
2;10/09/2025;426;62.94;;;;
2;19/08/2024;649;7.1;;;;
2;28/02/2025;827;27.91;;;;
2;09/12/2024;60;15.12;;;;
2;30/03/2026;664;82.99;;;;
2;21/02/2025;147;4.95;;;;
2;04/12/2024;200;22.97;;;;
2;03/04/2025;817;10.81;;;;
2;21/10/2024;236;41.67;;;;
2;14/05/2026;743;7.8;;;;
2;16/09/2024;72;363.6;;;;
2;23/02/2026;976;247.76;;;;
2;14/03/2025;770;8.56;;;;
2;31/03/2025;407;18.52;;;;
2;04/06/2026;993;70.24;;;;
2;05/06/2026;501;22.5;;;;
2;29/09/2025;852;0.96;;;;
2;10/04/2025;432;12.89;;;;
2;18/12/2024;798;4.97;;;;
2;02/01/2026;184;22.81;;;;
2;02/10/2024;772;21.88;;;;
2;16/07/2025;656;32.58;;;;
2;13/04/2026;224;6.11;;;;
2;22/11/2024;762;27.99;;;;
2;02/07/2025;650;37.88;;;;
2;12/02/2026;929;1.53;;;;
2;02/09/2024;274;88.99;;;;
2;29/09/2025;835;1.39;;;;
2;14/10/2024;829;73.59;;;;
2;27/06/2025;739;0.72;;;;
2;13/05/2025;944;6.54;;;;
2;04/03/2026;483;9.05;;;;
2;05/03/2025;666;1.08;;;;
2;31/03/2025;621;12.8;;;;
2;08/01/2025;183;27.55;;;;
2;12/06/2025;9;19.82;;;;
2;07/02/2025;768;254.63;;;;
2;28/08/2025;798;10.98;;;;
2;11/12/2025;594;278.02;;;;
2;07/07/2025;478;1.27;;;;
2;28/10/2025;174;55.95;;;;
2;15/04/2025;763;14.58;;;;
2;07/05/2026;671;258.6;;;;
2;09/04/2026;558;24.74;;;;
2;23/10/2024;898;93.22;;;;
2;27/05/2025;292;255.46;;;;
2;12/11/2025;843;26.63;;;;
2;08/12/2025;494;118.6;;;;
2;01/10/2024;537;0.94;;;;
2;30/08/2024;853;26.06;;;;
2;03/09/2024;388;14.99;;;;
2;09/10/2024;865;2.73;;;;
2;12/08/2024;387;10.55;;;;
2;19/02/2025;632;32.16;;;;
2;10/07/2025;793;5.23;;;;
2;07/10/2024;236;21.93;;;;
2;25/11/2024;639;13.41;;;;
2;17/04/2026;962;293.21;;;;
2;25/10/2024;623;501.5;;;;
2;27/03/2026;294;179.24;;;;
2;02/09/2024;57;91.49;;;;
2;01/04/2025;271;8.09;;;;
2;26/05/2025;754;14.12;;;;
2;02/12/2025;38;22.39;;;;
2;07/11/2024;342;89.47;;;;
2;30/12/2024;128;0.69;;;;
2;06/10/2025;286;32.25;;;;
2;10/11/2025;159;13.79;;;;
2;14/11/2025;393;1447.38;;;;
2;22/08/2025;446;40.79;;;;
2;20/03/2026;394;19.17;;;;
2;28/11/2025;288;28.45;;;;
2;22/05/2026;337;12.06;;;;
2;06/02/2025;46;68.23;;;;
2;05/11/2024;305;169.63;;;;
2;14/08/2025;926;11.32;;;;
2;26/05/2026;935;91.64;;;;
2;14/10/2025;464;40.75;;;;
2;23/07/2024;464;23.49;;;;
2;28/08/2025;911;256.66;;;;
2;24/01/2025;276;8.26;;;;
2;10/07/2025;63;142.42;;;;
2;11/09/2025;739;59.57;;;;
2;28/04/2026;607;124.28;;;;
2;02/12/2024;277;26.76;;;;
2;27/12/2024;558;17.08;;;;
2;04/09/2025;784;21.4;;;;
2;28/11/2024;469;28.06;;;;
2;30/01/2026;763;31.07;;;;
2;28/05/2025;255;12.98;;;;
2;28/05/2026;965;17.8;;;;
2;28/10/2024;121;62.37;;;;
2;23/04/2025;48;51.1;;;;
2;20/04/2026;238;221.16;;;;
2;09/04/2026;198;0.82;;;;
2;18/03/2026;778;78.84;;;;
2;14/01/2026;615;98.81;;;;
2;27/03/2025;323;258.7;;;;
2;31/10/2024;196;0.79;;;;
2;28/05/2025;827;210.29;;;;
2;04/08/2025;518;148.73;;;;
2;14/01/2025;244;48.78;;;;
2;23/06/2025;242;16.22;;;;
2;04/09/2025;121;127.15;;;;
2;10/06/2025;353;25.99;;;;
2;17/03/2025;335;311.16;;;;
2;29/07/2024;677;2.75;;;;
2;12/05/2026;546;11.39;;;;
2;08/08/2025;751;15.47;;;;
2;27/08/2024;819;189.28;;;;
2;15/07/2025;926;1.89;;;;
2;10/12/2024;675;38.14;;;;
2;12/12/2025;950;291.1;;;;
2;12/09/2025;673;205.17;;;;
2;08/09/2025;159;29.21;;;;
2;02/04/2025;360;5.53;;;;
2;26/12/2024;103;253.67;;;;
2;02/08/2024;341;11.64;;;;
2;11/10/2024;846;117.21;;;;
2;04/07/2024;923;230.52;;;;
2;13/02/2026;709;193.31;;;;
2;19/01/2026;639;8.24;;;;
2;29/01/2026;161;124.07;;;;
2;26/06/2025;941;14.93;;;;
2;25/11/2024;21;20.63;;;;
2;10/11/2025;973;41.31;;;;
2;11/09/2025;89;44.72;;;;
2;12/09/2025;597;27.42;;;;
2;04/07/2024;756;63.31;;;;
2;19/05/2026;353;211.39;;;;
2;03/01/2025;234;4709.4;;;;
2;29/07/2024;476;12.67;;;;
2;16/09/2024;82;36.79;;;;
2;20/03/2025;702;188.08;;;;
2;02/06/2026;981;1.17;;;;
2;11/02/2025;80;17.59;;;;
2;18/11/2025;197;6.36;;;;
2;19/03/2025;618;22.33;;;;
2;14/08/2025;182;18.08;;;;
2;01/10/2025;127;225.23;;;;
2;11/07/2024;98;6.79;;;;
2;06/09/2024;702;7.24;;;;
2;17/09/2024;649;27.45;;;;
2;19/03/2026;10;232.13;;;;
2;18/12/2024;782;23.31;;;;
2;19/08/2024;820;1.12;;;;
2;25/07/2025;865;7.62;;;;
2;16/09/2024;89;32.36;;;;
2;27/08/2025;449;280.34;;;;
2;18/09/2025;169;9.88;;;;
2;23/04/2026;173;22.6;;;;
2;06/08/2024;111;0.55;;;;
2;15/10/2025;347;31.62;;;;
2;07/08/2025;200;14.47;;;;
2;02/07/2025;61;1.15;;;;
2;06/03/2025;493;42.97;;;;
2;25/12/2025;253;5.35;;;;
2;13/06/2025;728;192.84;;;;
2;28/10/2025;476;135.07;;;;
2;10/02/2026;592;17.31;;;;
2;07/10/2025;883;1.48;;;;
2;13/08/2024;800;30.98;;;;
2;17/07/2025;505;85.03;;;;
2;26/05/2025;4;28.27;;;;
2;04/06/2025;404;0.84;;;;
2;09/10/2024;114;8.76;;;;
2;25/12/2025;966;144.83;;;;
2;03/12/2024;836;0.69;;;;
2;03/12/2024;946;62.25;;;;
2;20/05/2026;623;1.49;;;;
2;26/01/2026;9;12.96;;;;
2;24/10/2024;515;17.58;;;;
2;13/09/2024;149;2.76;;;;
2;12/05/2025;396;10.39;;;;
2;17/09/2024;507;17.79;;;;
2;16/09/2024;932;236.42;;;;
2;22/08/2025;154;30.68;;;;
2;26/03/2025;692;151.36;;;;
2;12/09/2024;47;102.19;;;;
2;07/01/2025;189;5.86;;;;
2;24/10/2025;173;126.29;;;;
2;01/07/2024;948;142.68;;;;
2;03/04/2026;596;30.32;;;;
2;21/01/2025;762;275.98;;;;
2;13/09/2024;765;137.76;;;;
2;23/04/2026;565;170.93;;;;
2;06/11/2025;444;7.81;;;;
2;29/05/2026;90;40.5;;;;
2;15/07/2025;144;6.12;;;;
2;15/05/2025;561;177.96;;;;
2;14/04/2025;133;25.96;;;;
2;26/01/2026;584;2.27;;;;
2;22/05/2026;332;8.1;;;;
2;03/12/2024;266;29.65;;;;
2;02/12/2024;887;78.76;;;;
2;12/05/2025;871;144.99;;;;
2;06/03/2025;696;100.57;;;;
2;21/08/2025;627;28.94;;;;
2;23/07/2024;426;37.88;;;;
2;02/02/2026;706;1.86;;;;
2;15/10/2025;114;4.75;;;;
2;18/08/2025;340;116.01;;;;
2;16/07/2025;304;162.01;;;;
2;09/10/2025;442;87.29;;;;
2;26/05/2025;13;1.24;;;;
2;04/11/2025;734;177.92;;;;
2;02/06/2025;766;84.07;;;;
2;16/08/2024;116;7.5;;;;
2;17/02/2026;679;16.8;;;;
2;03/07/2025;15;1.65;;;;
2;27/03/2026;705;14.33;;;;
2;22/10/2024;375;12.05;;;;
2;01/05/2026;430;189.53;;;;
2;17/12/2025;56;1.06;;;;
2;16/04/2026;18;0.91;;;;
2;11/05/2026;417;5.89;;;;
2;28/11/2024;173;29.25;;;;
2;13/05/2026;158;1246.27;;;;
2;08/10/2024;868;27.69;;;;
2;02/12/2024;449;148.1;;;;
2;24/06/2025;933;7.14;;;;
2;06/08/2024;593;52.21;;;;
2;01/10/2024;932;91.91;;;;
2;12/07/2024;631;69.7;;;;
2;15/07/2024;953;1.77;;;;
2;24/09/2025;160;1.14;;;;
2;28/07/2025;1000;0.59;;;;
2;07/04/2026;802;29.27;;;;
2;25/10/2024;676;23.59;;;;
2;16/12/2024;932;20.12;;;;
2;04/10/2024;48;13.31;;;;
2;03/12/2024;828;126.4;;;;
2;15/09/2025;8;1.08;;;;
2;04/11/2024;56;3.95;;;;
2;26/02/2026;36;5.47;;;;
2;27/11/2025;969;10.82;;;;
2;13/08/2025;103;61.51;;;;
2;23/01/2025;1;5.87;;;;
2;05/09/2024;461;0.77;;;;
2;22/07/2025;434;1.06;;;;
2;14/07/2025;898;11.57;;;;
2;17/10/2025;484;167.2;;;;
2;26/08/2025;725;22.65;;;;
2;15/07/2024;266;25.98;;;;
2;24/07/2025;135;0.86;;;;
2;25/03/2026;427;1.23;;;;
2;25/11/2025;716;15.55;;;;
2;16/09/2025;925;34.19;;;;
2;05/07/2024;550;37.89;;;;
2;13/02/2025;544;80.85;;;;
2;18/03/2025;361;18.54;;;;
2;21/05/2025;562;2.06;;;;
2;11/12/2025;524;34.97;;;;
2;23/09/2024;428;15.02;;;;
2;03/09/2024;701;14.45;;;;
2;31/07/2025;817;109.33;;;;
2;22/10/2024;752;85.69;;;;
2;21/04/2025;944;64.58;;;;
2;01/07/2024;601;11.23;;;;
2;11/11/2025;611;67.6;;;;
2;30/07/2025;69;19.55;;;;
2;29/08/2025;103;5.02;;;;
2;28/07/2025;672;1.76;;;;
2;22/12/2025;375;1.47;;;;
2;26/08/2025;947;1.3;;;;
2;21/07/2025;935;4.45;;;;
2;29/01/2025;471;175.93;;;;
2;20/03/2026;619;7.48;;;;
2;28/01/2026;339;4.36;;;;
2;04/06/2025;628;0.42;;;;
2;14/04/2025;500;94.01;;;;
2;30/06/2025;640;59.53;;;;
2;10/09/2024;257;0.98;;;;
2;30/10/2024;79;71.74;;;;
2;18/05/2026;469;6.46;;;;
2;11/11/2024;564;1.86;;;;
2;30/06/2025;769;27.62;;;;
2;17/02/2025;610;28.65;;;;
2;31/10/2025;787;7.23;;;;
2;12/08/2025;658;28.45;;;;
2;18/12/2024;490;27.66;;;;
2;28/08/2025;626;92.62;;;;
2;19/09/2025;507;9.86;;;;
2;04/11/2025;253;225.98;;;;
2;04/06/2026;354;35.26;;;;
2;28/01/2025;796;69.12;;;;
2;02/04/2026;751;22.75;;;;
2;29/01/2025;874;19.42;;;;
2;08/08/2024;618;40.67;;;;
2;27/01/2026;344;11.34;;;;
2;03/07/2024;922;0.64;;;;
2;23/04/2025;422;55.27;;;;
2;12/12/2024;772;20.96;;;;
2;03/10/2024;37;44.34;;;;
2;06/01/2026;672;0.47;;;;
2;26/09/2024;621;4.96;;;;
2;11/12/2025;75;26.66;;;;
2;10/07/2025;839;125.98;;;;
2;05/02/2026;788;8.15;;;;
2;14/07/2025;546;286.9;;;;
2;28/11/2025;216;69.5;;;;
2;02/07/2024;431;5.98;;;;
2;24/10/2024;838;40.88;;;;
2;04/02/2026;715;1.18;;;;
2;01/12/2025;476;1.16;;;;
2;22/05/2026;358;5.16;;;;
2;20/03/2026;763;76.16;;;;
2;11/04/2025;659;30.26;;;;
2;10/10/2025;899;7.26;;;;
2;04/10/2024;758;221.43;;;;
2;20/03/2025;15;21.03;;;;
2;12/03/2025;601;33.4;;;;
2;30/10/2024;781;9.45;;;;
2;29/05/2025;902;6.35;;;;
2;20/03/2026;837;89.95;;;;
2;23/09/2024;594;12.46;;;;
2;25/09/2024;38;20.49;;;;
2;20/02/2026;672;21.91;;;;
2;05/03/2026;301;9.1;;;;
2;07/08/2025;335;83.21;;;;
2;09/10/2024;995;294.81;;;;
2;29/05/2026;882;77.11;;;;
2;12/08/2025;596;30.54;;;;
2;18/11/2025;543;20.4;;;;
2;26/12/2025;204;17.45;;;;
2;04/07/2024;43;1.53;;;;
2;30/04/2025;628;1.97;;;;
2;14/11/2025;433;61.6;;;;
2;09/09/2025;976;25.05;;;;
2;30/12/2025;605;187.43;;;;
2;14/08/2025;441;246.81;;;;
2;23/06/2025;769;0.77;;;;
2;04/11/2025;214;200.99;;;;
2;12/05/2025;728;8.67;;;;
2;20/04/2026;341;8.28;;;;
2;30/10/2024;210;27.14;;;;
2;20/10/2025;625;226.06;;;;
2;09/02/2026;137;88.96;;;;
2;12/03/2026;22;8.42;;;;
2;16/12/2025;861;258.66;;;;
2;06/06/2025;944;103.53;;;;
2;10/12/2025;748;27.13;;;;
2;21/11/2025;685;177.88;;;;
2;25/12/2025;757;225.86;;;;
2;23/12/2024;309;106.13;;;;
2;17/09/2025;162;10.57;;;;
2;28/10/2025;468;13.18;;;;
2;14/11/2025;288;178.17;;;;
2;19/12/2024;879;56.11;;;;
2;25/10/2024;551;12.25;;;;
2;13/09/2024;874;13.57;;;;
2;21/05/2026;288;14.98;;;;
2;01/09/2025;224;2.2;;;;
2;13/11/2024;930;1.29;;;;
2;03/10/2024;122;105.26;;;;
2;17/10/2024;908;32.7;;;;
2;14/05/2026;115;34.74;;;;
2;04/11/2024;673;198.82;;;;
2;20/03/2026;531;1.9;;;;
2;21/10/2025;42;0.45;;;;
2;27/03/2026;508;1.9;;;;
2;19/05/2025;588;8.13;;;;
2;18/11/2024;759;42.94;;;;
2;03/03/2026;575;0.31;;;;
2;29/07/2025;862;19.56;;;;
2;30/08/2024;64;209.51;;;;
2;22/04/2026;295;3993.19;;;;
2;01/05/2026;742;27.47;;;;
2;17/04/2025;51;44.37;;;;
2;24/02/2026;515;43.93;;;;
2;11/05/2026;631;23.11;;;;
2;28/01/2026;340;2.27;;;;
2;23/04/2026;732;194.02;;;;
2;21/02/2025;342;5.22;;;;
2;08/04/2026;864;1.87;;;;
2;20/09/2024;966;30.04;;;;
2;01/11/2024;491;286.69;;;;
2;09/09/2025;675;34.03;;;;
2;14/04/2026;569;10.23;;;;
2;10/07/2024;124;2.8;;;;
2;28/10/2025;482;12.83;;;;
2;26/11/2024;76;97.94;;;;
2;29/08/2025;598;1598.11;;;;
2;02/01/2025;880;27.94;;;;
2;19/03/2026;871;197.76;;;;
2;18/04/2025;17;275.63;;;;
2;04/12/2025;920;25.1;;;;
2;15/07/2025;227;0.82;;;;
2;19/09/2024;762;17.24;;;;
2;04/08/2025;662;22.8;;;;
2;24/09/2025;289;55.39;;;;
2;29/09/2025;182;25.46;;;;
2;04/10/2024;227;35.44;;;;
2;18/11/2024;849;69.57;;;;
2;04/09/2025;564;172.86;;;;
2;03/02/2025;181;0.84;;;;
2;25/09/2024;271;75.2;;;;
2;01/07/2024;144;29.35;;;;
2;29/10/2025;901;100.12;;;;
2;04/12/2024;529;0.91;;;;
2;23/12/2024;301;254.78;;;;
2;08/07/2024;936;0.94;;;;
2;29/10/2025;976;32.19;;;;
2;13/06/2025;282;100.07;;;;
2;16/12/2025;920;1.86;;;;
2;08/09/2025;914;7.03;;;;
2;06/09/2024;462;88.52;;;;
2;18/07/2024;823;31.54;;;;
2;22/05/2026;133;22.19;;;;
2;02/01/2026;753;80.48;;;;
2;16/03/2026;440;1.31;;;;
2;18/12/2024;703;21.96;;;;
2;23/12/2024;635;345.62;;;;
2;26/03/2025;623;141.55;;;;
2;31/07/2024;279;19.63;;;;
2;25/02/2025;433;281.88;;;;
2;26/01/2026;312;221.7;;;;
2;03/02/2025;471;85.85;;;;
2;27/11/2024;867;77.97;;;;
2;02/10/2025;481;14.33;;;;
2;03/02/2025;506;131.23;;;;
2;30/07/2024;3;172.27;;;;
2;04/08/2025;905;74.6;;;;
2;04/03/2026;262;22.98;;;;
2;04/07/2025;823;28.78;;;;
2;25/12/2024;849;41.48;;;;
2;03/07/2024;445;28.53;;;;
2;01/11/2024;65;4253.51;;;;
2;23/12/2024;946;21.63;;;;
2;13/10/2025;189;64.21;;;;
2;29/09/2025;993;1.65;;;;
2;26/03/2025;911;33.83;;;;
2;19/01/2026;7;0.58;;;;
2;19/02/2025;336;70.59;;;;
2;18/04/2025;956;10.35;;;;
2;21/05/2025;237;17.89;;;;
2;20/03/2025;322;67.21;;;;
2;27/08/2024;158;1.28;;;;
2;31/01/2025;433;1.3;;;;
2;12/03/2026;537;20.53;;;;
2;13/04/2026;258;44.95;;;;
2;16/12/2025;16;260.75;;;;
2;08/10/2024;236;151.74;;;;
2;07/11/2024;275;1.46;;;;
2;12/06/2025;651;212.61;;;;
2;27/05/2025;911;247.06;;;;
2;07/11/2024;499;31.45;;;;
2;20/05/2025;318;17.95;;;;
2;27/08/2024;728;8.76;;;;
2;09/01/2026;76;32.62;;;;
2;12/03/2025;599;187.73;;;;
2;28/01/2025;773;211.86;;;;
2;06/12/2024;982;265.29;;;;
2;30/06/2025;307;67.67;;;;
2;01/10/2025;1000;19.99;;;;
2;18/02/2026;790;1.34;;;;
2;10/02/2025;697;117.87;;;;
2;07/08/2025;190;4.92;;;;
2;02/10/2025;244;240.83;;;;
2;17/03/2026;592;53.65;;;;
2;04/10/2024;948;0.7;;;;
2;17/04/2026;862;80.72;;;;
2;27/03/2025;525;13.14;;;;
2;10/10/2024;902;0.79;;;;
2;20/05/2025;379;22.26;;;;
2;11/07/2024;175;57.09;;;;
2;02/04/2026;650;8.03;;;;
2;04/02/2026;493;1.6;;;;
2;03/04/2025;562;1.33;;;;
2;04/10/2024;374;40.15;;;;
2;24/09/2024;70;17.15;;;;
2;15/09/2025;222;1283.93;;;;
2;05/11/2024;350;4863.72;;;;
2;05/07/2024;163;84.51;;;;
2;06/02/2026;59;0.73;;;;
2;26/02/2025;813;12.17;;;;
2;31/12/2025;636;15.34;;;;
2;04/12/2024;820;82.34;;;;
2;02/10/2024;983;15.17;;;;
2;11/02/2025;91;185.12;;;;
2;26/07/2024;169;142.97;;;;
2;24/10/2024;710;93.11;;;;
2;27/09/2024;668;146.3;;;;
2;23/06/2025;961;107.47;;;;
2;07/11/2024;11;17.47;;;;
2;17/12/2025;257;210.95;;;;
2;17/09/2024;347;27.77;;;;
2;11/12/2025;250;2.35;;;;
2;21/08/2024;438;184.69;;;;
2;05/09/2024;379;29.3;;;;
2;17/07/2024;964;0.93;;;;
2;27/01/2025;259;27.25;;;;
2;22/09/2025;934;38.58;;;;
2;17/02/2026;40;75.01;;;;
2;04/03/2026;329;163.55;;;;
2;27/06/2025;834;124.47;;;;
2;01/10/2024;668;29.37;;;;
2;21/11/2024;978;57.97;;;;
